image_id,X,Y,Width,Height,English Text,Hindi Text,P_TYPE
2318765,235,132,257.0,222,the coat is black,कोट काला है,train
2318767,153,298,2.0,3,Bunch of ripe and unripe bananas together.,पके हुए पके हुए और काले बानास का बंच,train
2318770,2,282,50.0,42,cucumbers on a plate,एक प्लेट पर खीरे,train
2318772,228,80,90.0,95,this is a child,यह एक बच्चा है,train
2318775,251,191,55.0,55,small green leaf on meat,मांस पर छोटी हरी पत्ती,train
2318778,353,116,52.0,63,White goat in the green grass.,हरी घास में श्वेत गोट,train
2318796,88,27,378.0,225,the plane is blue and white,हवाई जहाज नीला और सफेद है,train
2318798,1,0,497.0,325,White box of doughnuts,डोनट्स का सफेद बॉक्स,train
2318800,5,0,220.0,176,this is the tree,यह पेड़ है,train
2318803,111,29,362.0,302,Man sitting on bench,बेंच पर बैठा आदमी,train
2318808,256,217,18.0,38,the pants are brown,पैंट भूरे रंग के होते हैं,train
2318811,253,107,220.0,123,the people crossing the street,सड़क को पार करते लोग,train
2318813,25,20,436.0,315,a kitchen area with lots of shelves,बहुत से अलमारियों के साथ एक रसोई क्षेत्र,train
2318819,29,28,314.0,414,this is a baseball game,यह एक बेसबॉल खेल है,train
2318820,249,133,91.0,80,baby balck bera following adult bear,बच्चे भालू बेरा वयस्क भालू के बाद,train
2318826,4,135,494.0,85,the animals in the wild,जंगली जानवर,train
2318834,167,178,137.0,72,Cat food in bowl atop ice cream.,कटोरा शीर्ष आइसक्रीम में बिल्ली का खाना।,train
2318837,293,22,57.0,62,head of a person,एक व्यक्ति का सिर,train
2318839,171,364,62.0,115,p-art f a ground,मैदान का हिस्सा,train
2318842,41,175,41.0,91,Glass jar of corn flakes,मकई के गुच्छे का ग्लास जार,train
2318845,3,274,493.0,99,white lines in the street,गली में सफेद पंक्तियाँ,train
2318846,244,205,87.0,208,a glass of white wine on a table,एक मेज पर सफेद शराब का गिलास,train
2318853,145,211,80.0,67,frowning woman's face wearing scarf around neck in foreground,अग्रभूमि में गर्दन के चारों ओर दुपट्टा पहने महिला का चेहरा,train
2318856,104,55,140.0,142,the carriage on the snow,बर्फ पर गाड़ी,train
2318858,153,7,22.0,222,Tall wooden pole on ground,जमीन पर लंबा लकड़ी का खंभा,train
2318862,139,112,89.0,35,cockpit of the plane,विमान का कॉकपिट,train
2318865,37,8,291.0,488,A person is at the beach,एक व्यक्ति समुद्र तट पर है,train
2318869,75,295,101.0,131,head of a zebra,एक ज़ेबरा का सिर,train
2318871,153,331,59.0,88,Green vase on top of the stand.,स्टैंड के ऊपर हरा फूलदान।,train
2318872,111,153,85.0,60,head of a cat,बिल्ली का सिर,train
2318875,306,105,156.0,147,The man is wearing a baseball uniform.,आदमी एक बेसबॉल वर्दी पहने हुए है |,train
2318876,87,121,386.0,115,two dogs laying on a bed,एक बिस्तर पर दो कुत्ते लेटे हुए,train
2318898,84,8,26.0,323,yellow pole on bus,बस में पीला पोल,train
2318899,56,114,44.0,95,Black television with blue screen,नीले परदे के साथ ब्लैक टेलीविजन,train
2318900,35,179,444.0,195,Closest white plate with food on it.,भोजन के साथ सफेद प्लेट,train
2318901,161,283,16.0,22,Pink beak on a black and white bird.,एक काले और सफेद पक्षी पर गुलाबी चोंच,train
2318904,0,181,327.0,50,the body of water,पानी का शरीर,train
2318916,15,58,27.0,17,window of a car,कार की खिड़की,train
2318918,52,171,152.0,77,this is the road,यह सड़क है,train
2318921,149,112,52.0,72,a clock on the pole,पोल पर एक घड़ी,train
2318923,215,311,8.0,2,White surf board in the water.,पानी में सफेद सर्फ बोर्ड।,train
2318931,183,173,64.0,75,the clock in the grass,घास में घड़ी,train
2318935,53,5,83.0,105,she is a batter,वह एक बल्लेबाज है,train
2318937,153,94,240.0,181,train on the track,ट्रैक पर ट्रेन,train
2318941,384,66,95.0,197,The skier is on the mountain,स्कीयर पहाड़ पर है,train
2318942,119,299,49.0,36,This is a piece of wood,यह लकड़ी का टुकड़ा है ।,train
2318943,72,199,17.0,17,a white baseball in hand,हाथ में एक सफेद बेसबॉल,train
2318945,185,95,97.0,191,Man sitting on metal bench,मेटल बेंच पर बैठा आदमी,train
2318946,151,239,29.0,29,Small black wheel of a jet,एक जेट का छोटा काला पहिया,train
2318948,30,35,40.0,118,Person in bright yellow jacket,चमकीले पीले रंग की जैकेट में व्यक्ति,train
2318955,100,157,99.0,137,the man in a baseball outfit,बेसबॉल पोशाक में आदमी के लिए एक बेसबॉल खिलाड़ी,train
2318956,185,40,40.0,42,head of a person,एक व्यक्ति का सिर,train
2318957,15,8,356.0,259,the sign of zodiac on the building,भवन पर राशि चक्र का चिन्ह,train
2318958,226,51,32.0,60,a player on field,एक खिलाड़ी मैदान पर,train
2318960,178,132,141.0,126,the cow is walking,गाय चल रही है,train
2318965,64,26,402.0,300,this is black and white,यह काला और सफेद है,train
2318968,172,122,17.0,14,a stop sign,एक बंद चिन्ह,train
2318971,17,231,246.0,246,yhellow peeled banana held by boy,लड़के द्वारा आयोजित बाणाना,train
2318973,82,36,262.0,305,a bowl of soup,एक कटोरा सूप,train
2318974,264,190,42.0,34,red logo on the train car,लाल लोगो ट्रेन पर,train
2318979,87,34,65.0,24,White lettering on blue background,नीली पृष्ठभूमि पर सफेद अक्षर,train
2318980,3,23,402.0,103,Awning on side of building,भवन के किनारे शामियाना,train
2318987,88,80,361.0,244,van on the street,सड़क पर वैन,train
2318995,60,169,120.0,92,Brown couch with red pillows,लाल तकिए के साथ भूरे रंग का सोफे,train
2318996,33,26,460.0,251,A boat is out on the water,पानी पर एक नाव बाहर है,train
2319012,92,475,64.0,1,Oranges on the side of truck.,ट्रक की तरफ से उगा।,train
2319018,381,95,82.0,113,the sky is blue in color,आकाश रंग में नीला है,train
2319020,185,5,60.0,28,Ethernet cord coming out of desk.,ईथरनेट कॉर्ड डेस्क से बाहर आ रहा है।,train
2319024,180,24,70.0,176,the tower is pointed,टॉवर को इंगित किया गया है,train
2319028,14,68,276.0,430,stop sign with two street signs above,ऊपर दो सड़क चिन्हों के साथ संकेत रोकें,train
2319031,161,7,67.0,45,Blue baseball hard hat,ब्लू बेसबॉल हार्ड टोपी,train
2319033,199,55,60.0,61,the plane is flying,विमान उड़ान भर रहा है,train
2319046,153,423,59.0,14,Car parked behind the poles.,पोल के पीछे कार खड़ी थी।,train
2319048,276,40,201.0,146,cowboy hat on the head,सिर पर चरवाहा टोपी,train
2319054,223,112,58.0,195,girl in front of tv,टीवी के सामने लड़की,train
2319059,6,79,491.0,244,Two people repairing surfboards.,सर्फबोर्ड की मरम्मत करने वाले दो लोग।,train
2319064,156,395,190.0,104,the group of bananas,केले का समूह,train
2319066,2,50,152.0,219,a cup filled with a yellow colored sauce,एक कप पीले रंग की चटनी से भरा हुआ,train
2319068,14,139,201.0,306,the people on the snow,बर्फ पर लोग,train
2319072,187,100,37.0,30,cross on top of the tower,टॉवर के ऊपर से पार करें,train
2319081,403,138,15.0,17,head of a person,किसी व्यक्ति का सर,train
2319084,28,297,57.0,27,body of a water,पानी का हिस्सा,train
2319089,116,171,149.0,105,blue sky is clear,नीला आकाश स्पष्ट है,train
2319090,45,5,440.0,367,this is a lobby,यह एक लॉबी है,train
2319091,26,64,306.0,429,Woman skiing in the snow.,बर्फ में महिला स्कीइंग।,train
2319102,69,149,225.0,124,mirror in the photo,फोटो में आईना,train
2319103,11,57,355.0,266,there are two zebras,दो जेब्रा हैं,train
2319110,182,130,138.0,160,the anglo Man skateboarding,एंग्लो मैन स्केटबोर्डिंग,train
2319111,391,162,68.0,39,a clear blue sky,एक साफ नीला आकाश,train
2319117,10,111,54.0,61,reflections from the mirror,दर्पण से प्रतिक्रिया,train
2319119,30,218,41.0,63,alphabet on a plate,एक प्लेट पर वर्णमाला,train
2319120,154,53,156.0,210,the girl is snowboarding,लड़की स्नोबोर्डिंग है,train
2319128,211,24,177.0,167,Large colorful open umbrella,बड़ी रंगीन खुली छतरी,train
2319129,15,7,450.0,225,the bus has two stories,बस में दो मंज़िले हैं,train
2319130,2,2,496.0,327,uncleaned hotel room with white sheer curtains,सफेद सरासर पर्दे के साथ अशुद्ध होटल का कमरा,train
2319131,221,304,86.0,47,Part of the snow,बर्फ का हिस्सा,train
2319135,88,277,39.0,73,Big white Panda bear on top of rocks.,चट्टानों के ऊपर बड़ा सफेद पांडा।,train
2319143,297,313,23.0,47,Blue and black paper on the couch.,सोफे पर नीला और काला कागज |,train
2319147,117,115,270.0,258,A bird standing on grass.,घास पर खड़ा एक पक्षी।,train
2319171,121,77,287.0,254,man is riding a horse,व्यक्ति घोड़े पर सवार है,train
2319175,35,205,437.0,80,Five birds look out to sea,पांच पक्षी समुद्र की ओर देखते हैं,train
2319178,128,15,80.0,38,The sky is clear.,आकाश स्पष्ट है |,train
2319179,167,422,26.0,62,White spread on top of the bed.,बिस्तर के शीर्ष पर सफेद फैल गया।,train
2319184,125,340,127.0,51,Man wearing shoes,जूते पहने हुए आदमी,train
2319185,0,18,113.0,132,arm of a person,किसी व्यक्ति की भुजा,train
2319186,197,140,168.0,168,man batting in baseball game,आदमी बेसबॉल गेम में बल्लेबाजी कर रहा है,train
2319187,63,118,17.0,31,Rainbow kite flying in the sky.,आसमान में उड़ती इंद्रधनुष की पतंग।,train
2319199,208,87,28.0,45,head of a giraffe,जिराफ का सिर,train
2319201,126,83,150.0,221,a tennis player,टेनिस खिलाड़ी,train
2319205,107,12,71.0,62,A TV on a wall,एक दीवार पर टीवी,train
2319206,131,119,15.0,20,alphabet on a plate,एक प्लेट पर वर्णमाला,train
2319209,351,204,44.0,20,Part of the ground,जमीन का हिस्सा,train
2319220,58,459,19.0,21,Large window on a building,इमारत पर बड़ा खिड्कि,train
2319222,269,162,15.0,12,the bowl is blue,कटोरा नीला है,train
2319229,17,262,62.0,46,Small ripples in the water,पानी में छोटे छोटे दाने,train
2319234,218,47,105.0,239,a man is on a surfboard,एक आदमी एक सर्फबोर्ड पर है,train
2319236,73,199,156.0,111,piece of sesame bun sandwich,तिल बन सैंडविच का टुकड़ा,train
2319240,210,19,279.0,234,a pink sign on the wall,दीवार पर एक गुलाबी चिन्ह,train
2319244,113,2,54.0,42,steel frame of a ceiling,एक छत के स्टील फ्रेम,train
2319250,58,15,210.0,107,The color of the sky is blue,आकाश का रंग नीला है,train
2319257,272,53,118.0,239,a bottle of bear,भालू की एक बोतल,train
2319261,228,47,232.0,212,this is an airplane,यह एक हवाई जहाज है,train
2319262,54,29,222.0,259,animals in a field,एक खेत में जानवर,train
2319266,44,7,56.0,66,brown sign on pole,ध्रुव पर भूरे रंग का चिन्ह,train
2319269,167,100,217.0,231,a cop on a motor cycle,एक मोटर साइकिल पर एक पुलिस वाला,train
2319273,283,107,34.0,42,leg of a zebra,ज़ेब्रा का पैर,train
2319283,3,290,16.0,10,Stack of white paper plates on the table.,मेज पर श्वेत पत्र प्लेटों के ढेर।,train
2319284,91,260,93.0,223,this is a person,यह एक व्यक्ति है,train
2319297,107,159,166.0,248,vase with pink flowers,गुलाबी फूलों के साथ फूलदान,train
2319298,422,169,72.0,162,this is a car,यह एक कार है,train
2319306,2,44,237.0,192,The man's hair is black.,आदमी के बाल काले हैं।,train
2319307,170,160,257.0,118,two train cars are parked,दो ट्रेन कारें खड़ी हैं,train
2319312,123,324,70.0,94,Redman is holding a cell phone.,रेडमैन एक सेल फोन पकड़े हुए है।,train
2319313,210,25,274.0,334,two giraffe statues,दो जिराफ की मूर्तियाँ,train
2319317,267,127,58.0,94,the signs on top of the pole,पोल के शीर्ष पर संकेत,train
2319322,109,67,227.0,215,they are baseball players,वे बेसबॉल खिलाड़ी हैं,train
2319325,4,296,107.0,53,black baseball cleats,काले बेसबॉल cleats,train
2319326,254,102,45.0,28,Small green veggie on the plate,प्लेट पर छोटा हरा वेगी,train
2319334,73,55,151.0,440,The man is riding a bike.,आदमी बाइक चला रहा है।,train
2319336,103,91,158.0,43,The top of the wall is white,दीवार का शीर्ष सफेद है,train
2319338,137,36,352.0,289,a man that is outside,एक व्यक्ति जो बाहर है,train
2319339,22,404,200.0,70,boy is riding a skateboard,लड़का एक स्केटबोर्ड की सवारी कर रहा है,train
2319342,293,364,64.0,3,Red string in the sky.,आकाश में लाल तार।,train
2319344,167,347,89.0,17,Part of the ground,जमीन का हिस्सा,train
2319345,194,68,77.0,39,The man has dark hair.,आदमी के काले बाल हैं।,train
2319351,144,146,287.0,55,policeman riding on motorcycles in front of the parade,परेड के सामने मोटरसाइकिल पर सवार पुलिसकर्मी,train
2319352,216,97,25.0,60,A lamp by the bed,पलंग द्वारा एक दीपक,train
2319359,196,216,151.0,157,red apples on a box,एक बॉक्स पर लाल सेब,train
2319363,296,68,200.0,235,This is a person,यह एक व्यक्ति है,train
2319365,282,10,217.0,363,girl with pink hair eating a banana,एक केले खाने वाली गुलाबी बाल वाली लड़की,train
2319367,120,243,204.0,120,the toilet seat is down,टॉयलेट सीट नीचे है,train
2319369,62,50,344.0,257,food on the plate,प्लेट पर खाना,train
2319371,290,196,65.0,43,Bird flying in the air,हवा में उड़ता हुआ पक्षी,train
2319374,379,52,73.0,52,her sunglasses are black,उसके धूप के चश्मे काले हैं,train
2319381,139,10,223.0,112,a large umbrella,एक बड़ी छतरी,train
2319382,415,0,84.0,139,a bottle of beer sitting on the table,मेज पर बैठी बीयर की एक बोतल,train
2319383,1,61,498.0,207,plane on the runway,रनवे पर विमान,train
2319396,223,116,27.0,149,a lone parking meter,एक अकेला पार्किंग मीटर,train
2319405,10,17,320.0,480,a clock tower on a building,एक इमारत पर एक घड़ी टॉवर,train
2319410,7,28,476.0,190,A very large group of old fashion suitcases.,पुराने फैशन सूटकेस का एक बहुत बड़ा समूह।,train
2319415,201,120,85.0,85,sheep's face is brown,भेड़ों का चेहरा भूरा है,train
2319416,126,296,6.0,28,Red numbers on the back of a truck.,एक ट्रक के पीछे लाल नंबर।,train
2319424,155,11,262.0,301,the man is on a motorcycle,आदमी मोटरसाइकिल पर है,train
2319426,182,218,152.0,166,a giraffe is in the pasture,गिराफ़ चारे में है,train
2319437,143,308,12.0,26,boy wearing tan shorts,लड़का तन शॉर्ट्स पहन रहा है,train
2319439,27,48,440.0,187,Trains sitting on the track,ट्रैक पर बैठी ट्रेनें,train
2319442,22,0,475.0,345,White full-size refrigerator with door open,दरवाजा खुला के साथ सफेद पूर्ण आकार के रेफ्रिजरेटर,train
2319443,171,147,36.0,34,head of a person,एक व्यक्ति का सिर,train
2319444,184,199,34.0,39,Yellow vase with flowers in it.,इसमें फूल के साथ पीले फूलदान।,train
2319453,15,7,465.0,310,animals in a nature park,प्रकृति पार्क में पशु,train
2319459,199,282,17.0,58,Toy zebra on top of a stand.,एक खम्बे के शीर्ष पर टॉय ज़ब्रा,train
2319460,43,16,288.0,477,cat sits on a bed,बिल्ली एक बिस्तर पर बैठती है,train
2319468,96,0,292.0,332,shirtless young man brushing teeth,शर्टलेस युवक दांतों को ब्रश करता है,train
2319474,386,229,37.0,40,Part of the green grass,हरी घास का हिस्सा,train
2319478,102,300,36.0,22,Small round rocks on the ground,जमीन पर छोटी चट्टानें,train
2319484,353,243,47.0,123,woman holding a glass of white wine,सफेद शराब का गिलास पकड़े हुए महिला,train
2319488,0,1,498.0,372,a white plate full of fresh fruit,ताजा फल से भरी एक सफेद प्लेट,train
2319490,0,40,165.0,333,person sitting in front of computer,कंप्यूटर के सामने बैठा व्यक्ति,train
2319494,219,89,277.0,242,a fridge that is inside,एक फ्रिज जो अंदर है,train
2319497,3,192,282.0,160,a blue cart is in the road,एक नीली गाड़ी सड़क में है,train
2319498,41,170,208.0,147,a computer keybaord,एक कंप्यूटर कीबार्ड,train
2319503,37,43,260.0,192,a person on a snowboard,स्नोबोर्ड पर एक व्यक्ति,train
2319512,131,35,221.0,285,Baseball catcher preparing to throw ball,बॉल फेंकने की तैयारी में बेसबॉल कैचर,train
2319514,10,125,486.0,205,The cars are moving through the city,शहर से होकर गाड़ियां चल रही हैं,train
2319515,312,308,14.0,23,Bunch of green grass by the cows.,गायों द्वारा हरी घास का गुच्छा।,train
2319530,2,0,495.0,480,a grass tennis court,एक घास टेनिस कोर्ट,train
2319532,347,88,13.0,20,window on building on corner,कोने पर बनी खिड़की,train
2319535,12,32,423.0,457,A man drinking wine,एक आदमी शराब पी रहा है,train
2319538,152,107,145.0,222,lamb in the field,क्षेत्र में भेड़ का बच्चा,train
2319545,121,70,247.0,320,A woman standing near the wall,दीवार के निकट खड़ी महिला,train
2319547,80,96,142.0,116,surfer in the sea,समुद्र में सर्फर,train
2319548,9,127,318.0,371,this is a building,यह एक इमारत है,train
2319549,126,144,213.0,127,A pizza in the box,बॉक्स में एक पिज़्ज़ा,train
2319550,187,69,175.0,150,Long rectangular white plate,लंबी आयताकार सफेद प्लेट,train
2319552,40,8,67.0,80,a clock on the pole,पोल पर एक घड़ी,train
2319553,289,285,67.0,17,a skateboard,एक स्केटबोर्ड,train
2319565,206,116,113.0,15,the tail wing of a plane,एक विमान की पूंछ पंख,train
2319566,389,200,35.0,22,Windows on the train,ट्रेन में विंडोज,train
2319574,280,379,14.0,52,Orange diamond sign on the post.,पोस्ट पर नारंगी हीरे का चिन्ह।,train
2319577,267,437,28.0,50,a pink label on the carboard,कार्बोर्ड पर एक गुलाबी लेबल,train
2319581,171,178,73.0,31,The man's mouth.,आदमी का मुँह।,train
2319583,317,162,127.0,197,the crate is wooden,टोकरा लकड़ी है,train
2319584,110,115,138.0,127,fruit in the basket,टोकरी में फल,train
2319585,177,139,140.0,130,this is a bird,यह एक पक्षी है,train
2319588,224,134,24.0,83,a man is walking,एक आदमी चल रहा है,train
2319590,15,71,70.0,38,this is a frisby,यह एक फ्रिसिस है,train
2319593,15,111,169.0,75,a bottle of water,पानी की एक बोतल,train
2319597,55,101,64.0,42,number on the jersey,जर्सी पर संख्या,train
2319598,4,121,57.0,62,Clear towel holder attached to wall,दीवार से संलग्न तौलिया धारक,train
2319599,129,33,153.0,156,a clock hanging on the wall,दीवार पर लटकी एक घड़ी,train
2319603,65,394,28.0,72,Person watching kite in the air,हवा में पतंग देख रहे व्यक्ति,train
2319606,156,171,21.0,38,Cuffs on a bear on a magazine.,एक पत्रिका पर एक भालू पर कफ।,train
2319608,176,172,9.0,20,MAN HAS ON A WHITE TEE,एक सफेद टीईई पर आदमी है,train
2319614,4,133,288.0,183,these are playing cards,ये ताश खेल रहे हैं,train
2319617,151,26,124.0,89,head of a person,एक व्यक्ति का सिर,train
2319624,114,70,30.0,36,sign on the pole,पोल पर साइन इन करें,train
2319628,50,102,37.0,26,the number 78 on a jersey,जर्सी पर नंबर 78,train
2319630,383,145,73.0,113,a glass on the table,मेज पर एक गिलास,train
2319632,265,130,39.0,77,a person in the snow,बर्फ में एक व्यक्ति,train
2319639,63,12,301.0,362,a view of door,दरवाजे का एक दृश्य,train
2319642,93,24,332.0,281,a baseball player about to pitch a ball,एक गेंद को पिच करने के बारे में एक बेसबॉल खिलाड़ी,train
2319645,223,182,75.0,82,ski on the person,व्यक्ति पर स्की,train
2319646,58,6,397.0,272,cake donut with white icing,सफेद टुकड़े के साथ केक डोनट,train
2319651,130,63,144.0,269,Ladder on side of bed,बिस्तर के किनारे सीढ़ी,train
2319655,57,251,199.0,214,a plate on the cake,केक पर प्लेट,train
2319656,75,225,24.0,31,a stenciled teddy bear,एक सना हुआ टेडी बियर,train
2319660,175,63,187.0,231,the man riding on an elephant,हाथी पर सवार व्यक्ति,train
2319661,418,120,36.0,31,Small part of the wooden table,लकड़ी की मेज का छोटा हिस्सा,train
2319666,284,266,32.0,42,The bread is round,रोटी गोल है,train
2319671,72,142,116.0,102,Sheep running through grass,घास चर रही भेड़,train
2319673,98,90,254.0,281,woman smiling and eating hotdog,महिला मुस्कुरा रही है और हॉटडॉग खा रही है,train
2319685,79,17,125.0,454,a red and blue clock tower,लाल और नीली घड़ी टावर,train
2319686,90,252,10.0,129,A light gray street light,एक हल्के भूरे रंग की स्ट्रीट लाइट,train
2319687,30,8,365.0,316,Professional skiers going down a slope,पेशेवर स्कीयर एक ढलान से नीचे जा रहा है,train
2319691,7,67,478.0,187,white and red airplane,सफेद और लाल हवाई अड्डा,train
2319695,406,93,53.0,65,a speed limit sign,एक गति सीमा संकेत,train
2319696,310,168,34.0,75,straps,पट्टियाँ,train
2319704,326,72,68.0,70,brown horse with purple cape,बैंगनी केप के साथ भूरे रंग का घोड़ा,train
2319707,338,90,110.0,168,a girl with red umbrella,लाल छाता के साथ एक लड़की,train
2319710,184,5,273.0,267,he is riding a scooter,वह एक स्कूटर पर सवार है,train
2319726,147,180,74.0,86,Green and yellow sign above the road.,सड़क के ऊपर हरा और पीला चिन्ह।,train
2319729,111,315,107.0,62,this is a dougnut,यह एक डॉगनट है,train
2319730,51,58,335.0,192,Baby zebra lying in green grass,बाद ज़ेब्रा हरी घास में पड़ा हुआ,train
2319732,180,51,68.0,79,a dark tunnel of rock,चट्टान की एक गहरी सुरंग,train
2319734,62,137,145.0,83,the sweater is brown,स्वेटर भूरा है,train
2319737,182,259,15.0,10,sprinkles on a donut,एक डोनट पर छिड़कता है,train
2319739,34,78,97.0,289,man with two frisbees in hands,हाथ में दो फ्रिस्‍ब्नी के साथ आदमी,train
2319745,206,173,62.0,67,Clear and blue plastic water bottle,साफ और नीले रंग की प्लास्टिक की पानी की बोतल,train
2319753,193,159,11.0,10,the pants are red,पैंट लाल हैं,train
2319754,1,243,247.0,85,advertisement on a photo,एक तस्वीर पर विज्ञापन,train
2319756,293,419,127.0,79,toilet with the seat and lid down,सीट के साथ शौचालय और ढक्कन नीचे,train
2319763,70,273,12.0,88,a long black horn,एक लंबा काला सींग,train
2319766,157,217,24.0,24,the head of a woman skiing,एक महिला स्कीइंग के प्रमुख,train
2319795,375,170,40.0,40,Orange diamond sign on the post.,पोस्ट पर नारंगी हीरे का चिन्ह।,train
2319802,216,8,91.0,55,a bunch of grey clouds,ग्रे बादलों का एक गुच्छा,train
2319808,298,178,103.0,162,this is a man,यह एक आदमी है,train
2319821,164,53,183.0,342,a girl holding a ball glove,एक लड़की एक गेंद दस्ताने पकड़े हुए,train
2319823,115,117,17.0,15,the light on the truck is on,ट्रक पर प्रकाश चल रहा ,train
2319824,80,163,242.0,67,several mountain goats on a golf course,गोल्फ कोर्स पर अनेक पहाड़ी बकरियाँ,train
2319826,352,229,40.0,45,the head of a person,एक व्यक्ति का सिर,train
2319830,107,227,180.0,141,the cake with candles,मोमबत्तियों के साथ केक,train
2319831,62,116,45.0,55,the ear of an elephant,एक हाथी का कान,train
2319833,226,46,62.0,45,a yellow tennis ball,एक पीले रंग की टेनिस बॉल,train
2319837,87,95,43.0,101,Blue glass art vase shown by woman,महिला द्वारा दिखाया गया ब्लू ग्लास आर्ट फूलदान,train
2319850,75,76,320.0,209,a train engine on train tracks,ट्रेन पटरियों पर एक ट्रेन इंजन,train
2319853,23,0,349.0,479,Man cutting a cake,आदमी केक काट रहा है,train
2319855,205,92,36.0,40,man with short brown hair,छोटे भूरे बाल के साथ आदमी,train
2319860,96,18,246.0,285,a little boy on a skateboard,एक स्केटबोर्ड पर एक छोटा लड़का,train
2319861,7,191,424.0,102,train in the mountains,पहाड़ों में ट्रेन,train
2319866,285,10,105.0,100,The sky is blue with clouds,आसमान बादलों से नीला है,train
2319869,202,98,56.0,82,Clock on top of a post,एक पोस्ट के शीर्ष पर घड़ी,train
2319870,180,99,147.0,163,grey bird walking on sand,रेत पर चलने वाला ग्रे पक्षी,train
2319874,197,116,301.0,254,tall tan and brown giraffe,लंबा तन और भूरा जिराफ,train
2319879,121,280,44.0,47,white soccer ball on grass,घास पर सफेद फुटबॉल गेंद,train
2319888,126,331,198.0,45,Zebra crossing on the road,सड़क पर ज़ेबरा क्रॉसिंग,train
2319894,41,410,56.0,48,grass on a field,एक मैदान पर घास,train
2319896,230,113,152.0,87,a tree in a field,एक खेत में एक पेड़,train
2319901,386,215,112.0,60,Mickey mouse on a blanket,कम्बल पर मिकी माउस,train
2319903,120,179,87.0,138,white Styrofoam cup with a straw,एक पुआल के साथ सफेद स्टायरोफोम कप,train
2319906,17,92,468.0,180,A pizza on oven rack,ओवन रैक पर एक पिज्जा,train
2319907,106,137,313.0,184,skiers in the snow,बर्फ में स्कीयर,train
2319913,93,117,83.0,84,this is a person,यह एक व्यक्ति है,train
2319914,39,158,19.0,26,gold and white paper in the window.,खिडकिया में सोने और सफेद कागज |,train
2319921,245,67,7.0,6,A green tennis ball.,एक हरे रंग की टेनिस बॉल।,train
2319922,305,201,7.0,8,woman wearing red shirt,लाल शर्ट पहने महिला,train
2319927,28,417,30.0,55,leg of a person,एक व्यक्ति का पैर,train
2319931,137,377,234.0,81,a brown rolling pin,एक ब्राउन रोलिंग पिन,train
2319933,80,140,342.0,95,big white long bus,बड़ी सफेद लंबी बस,train
2319938,100,261,72.0,69,Cheese pizzas in a glass.,कांच में चीज़ पिज़्ज़,train
2319939,143,441,25.0,32,the kickstand of the bike,बाइक का किकस्टैंड,train
2319944,24,52,226.0,179,boy skateboarding in the air,लड़का हवा में स्केटबोर्डिंग करता है,train
2319945,69,69,159.0,165,a woman sniffing wine,एक महिला शराब सूँघती है,train
2319955,36,165,44.0,42,splash of a snow,एक बर्फ का स्थान,train
2319958,264,328,73.0,72,leg of a person,एक व्यक्ति का पैर,train
2319960,21,109,467.0,144,Large airplane in the air.,वायु में बड़ा हवाई जहाज |,train
2319961,201,341,55.0,78,the boy is looking up,लड़का देख रहा है,train
2319970,147,5,206.0,365,A blue oriental vase with a lid,एक ढक्कन के साथ एक नीले प्राच्य फूलदान,train
2319971,106,91,301.0,239,a zebra and a woman in a yard,एक ज़ेबरा और एक यार्ड में एक महिला,train
2319973,74,103,211.0,273,he is bald,वह गंजा है,train
2319975,420,179,76.0,314,Man in a dark suit wearing glasses,एक काली सूट चश्मा पहनने में मैन,train
2319979,137,130,140.0,99,head of an elephant,एक हाथी का सिर,train
2319982,22,16,155.0,461,the men on the baseball field,बेसबॉल मैदान पर पुरुष,train
2319984,89,7,352.0,352,red and white Mercedes-Benz truck cab,लाल और सफेद मर्सिडीज - बेंज ट्रक ट्रक टैक्सी,train
2319986,1,48,345.0,446,little boy wearing nice clothes,छोटा लड़का अच्छे कपड़े पहने,train
2319989,131,128,90.0,82,A boy wearing wet suit,गीला सूट पहने एक लड़का,train
2320001,122,377,87.0,39,The words BUS STOP on the road,सड़क पर बस स्टॉप शब्द,train
2320004,0,89,499.0,280,busy two lane street traffic,व्यस्त दो लेन सड़क यातायात,train
2320007,10,6,468.0,89,White clouds in a blue sky.,नीले आकाश में सफेद बादल।,train
2320013,55,11,303.0,305,head of an elephant,एक हाथी का सिर,train
2320014,197,340,61.0,9,Brown bench with a person on it.,उस पर एक व्यक्ति के साथ ब्राउन बेंच।,train
2320016,176,123,44.0,52,the hair of a woman,एक महिला के बाल,train
2320029,40,268,151.0,209,giraffe sitting on the grass,जिराफ घास पर बैठा है,train
2320042,6,416,17.0,49,time stamp on picture,तस्वीर पर समय की मुहर,train
2320043,217,155,9.0,11,this is a cigarette,यह एक सिगरेट है,train
2320045,2,8,138.0,112,a white paper towel under a man's hands,एक आदमी के हाथों के नीचे एक सफेद कागज तौलिया,train
2320046,72,72,152.0,373,man performing a trick on a snowboard,एक स्नोबोर्ड पर एक चाल निष्पादित करना,train
2320053,251,92,60.0,73,clock on a tower,एक टॉवर पर घड़ी,train
2320058,127,66,228.0,226,A pink and yellow paper plate,एक गुलाबी और पीले पेपर प्लेट,train
2320059,229,138,177.0,165,a red STOP sign,लाल स्टॉप साइन,train
2320060,110,169,231.0,73,the black car on the road,सड़क पर काली कार,train
2320061,153,150,60.0,47,The eye is yellow,आंख पीली है,train
